"'65","'000","'01","'290","'0000","1","周守信","'999","'1","'0460922","57","新北市","專科","N"," "," "
"'65","'000","'01","'290","'0000","2","高富貫","'999","'1","'0310813","72","新北市","大學","N","*"," "
"'65","'000","'01","'290","'0000","3","林啟明","'999","'1","'0510519","52","新北市","專科","N"," "," "
"'65","'000","'01","'290","'0000","4","張德勝","'999","'1","'0480330","55","新北市","專科","N"," "," "
"'65","'000","'01","'290","'0000","5","蔡馬新","'999","'1","'0401120","63","新北市","高中","N"," "," "
"'68","'000","'01","'130","'0000","1","陽國榮","'999","'1","'0650820","38","臺灣省","高中","N"," "," "
"'68","'000","'01","'130","'0000","2","曾志湘","'1","'1","'0460415","57","臺灣省","專科","N"," "," "
"'68","'000","'01","'130","'0000","3","陳子瀅","'1","'2","'0571005","46","臺灣省","碩士","N"," "," "
"'68","'000","'01","'130","'0000","4","范振興","'999","'1","'0440326","59","臺灣省","高中","N","*"," "
"'66","'000","'01","'290","'0000","1","吳萬福","'1","'1","'0471121","56","台中市","高中","N"," "," "
"'66","'000","'01","'290","'0000","2","林建堂","'1","'1","'0430922","60","台中市","高中","N","*"," "
"'66","'000","'01","'290","'0000","3","陳文書","'1","'1","'0451125","58","臺灣省","高中","N"," "," "
"'64","'000","'01","'370","'0000","1","張德政","'234","'1","'0610910","42","高雄市","專科","N"," "," "
"'64","'000","'01","'370","'0000","2","謝英雄","'1","'1","'0470827","56","高雄市","專科","N","*"," "
"'64","'000","'01","'370","'0000","3","高豫","'999","'1","'0490806","54","高雄市","大學","N"," "," "
"'64","'000","'01","'380","'0000","1","白樣‧伊斯理鍛 Payan‧Islituan","'999","'1","'0501105","53","高雄市","碩士","N"," "," "
"'64","'000","'01","'380","'0000","2","徐出世 Dahu‧Istanda","'234","'1","'0640531","39","高雄市","大學","N","*"," "
"'64","'000","'01","'360","'0000","1","謝進財","'1","'1","'0480726","55","高雄市","高中","N"," "," "
"'64","'000","'01","'360","'0000","2","施貴成","'999","'1","'0431025","60","高雄市","專科","N"," "," "
"'64","'000","'01","'360","'0000","3","宋能正 Angopaw．Komola","'1","'1","'0461019","57","高雄市","專科","N","*"," "
